idema,ene_temp,ene_dia,ene_anio,feb_temp,feb_dia,feb_anio,mar_temp,mar_dia,mar_anio,abr_temp,abr_dia,abr_anio,may_temp,may_dia,may_anio,jun_temp,jun_dia,jun_anio,jul_temp,jul_dia,jul_anio,ago_temp,ago_dia,ago_anio,sep_temp,sep_dia,sep_anio,oct_temp,oct_dia,oct_anio,nov_temp,nov_dia,nov_anio,dic_temp,dic_dia,dic_anio,abs_temp,abs_dia,abs_mes,abs_anio
0009X,227,2,2022,241,27,2019,274,22,2024,292,13,2024,347,14,2015,386,29,2019,380,31,2024,402,23,2023,373,4,2016,316,12,2011,257,1,2022,228,25,2022,402,23,8,2023
