idema,temMax,diaMax,mesMax,anioMax
2025-07-06T11:00:00+0000,402,23,8,2023
2025-07-06T11:00:00+0000,398,4,8,2018
2025-07-06T11:00:00+0000,397,4,8,2018
2025-07-06T11:00:00+0000,401,27,8,2010
